provider,dataset_version_id,dataset_name,split,doc_id,page_index,image_name,section,field,score,matches,precision,recall,f1,accuracy,string_similarity,numeric_mae,date_mae_days,gt_value_preview,pred_value_preview
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,1,page_0001.png,facts,period_end,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,1,page_0001.png,facts,currency,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,1,page_0001.png,facts,scale,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,1,page_0001.png,facts,value_type,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,1,page_0001.png,facts,value_context,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,1,page_0001.png,facts,comment_ref,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,1,page_0001.png,facts,note_name,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,1,page_0001.png,facts,note_flag,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,1,page_0001.png,facts,note_num,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,1,page_0001.png,facts,note_ref,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,1,page_0001.png,facts,path_source,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,meta,entity_name,1.000000,,,,,,,,,תאגיד הגשת הנגשה,תאגיד הגשת הנגשה
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,meta,page_num,1.000000,,,,,,,,,None,None
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,meta,page_type,1.000000,,,,,,,,,declaration,declaration
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,meta,statement_type,1.000000,,,,,,,,,other_declaration,other_declaration
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,meta,title,1.000000,,,,,,,,,דין וחשבון על הכנסות והוצאות מוסד ציבורי,דין וחשבון על הכנסות והוצאות מוסד ציבורי
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,value,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,path,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,fact_num,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,period_type,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,period_start,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,period_end,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,currency,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,scale,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,value_type,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,value_context,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,comment_ref,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,note_name,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,note_flag,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,note_num,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,note_ref,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,2,page_0002.png,facts,path_source,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,meta,entity_name,1.000000,,,,,,,,,חלח - פרויקט חברה ממש,חלח - פרויקט חברה ממש
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,meta,page_num,1.000000,,,,,,,,,None,None
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,meta,page_type,1.000000,,,,,,,,,statements,statements
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,meta,statement_type,1.000000,,,,,,,,,statement_of_activities,statement_of_activities
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,meta,title,0.200000,,,,,,,,,דוחות כספיים,מספר תיק 641812805
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,value,0.335838,16,0.640000,0.326531,0.432432,0.326531,,230832116.960000,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,path,0.131557,0,0.000000,0.000000,0.000000,0.000000,0.264361,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,fact_num,0.675676,25,1.000000,0.510204,0.675676,0.510204,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,period_type,0.675676,25,1.000000,0.510204,0.675676,0.510204,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,period_start,0.592940,25,1.000000,0.510204,0.675676,0.510204,,,0.000000,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,period_end,0.592940,25,1.000000,0.510204,0.675676,0.510204,,,0.000000,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,currency,0.675676,25,1.000000,0.510204,0.675676,0.510204,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,scale,0.675676,25,1.000000,0.510204,0.675676,0.510204,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,value_type,0.675676,25,1.000000,0.510204,0.675676,0.510204,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,value_context,0.675676,25,1.000000,0.510204,0.675676,0.510204,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,comment_ref,0.567568,21,0.840000,0.428571,0.567568,0.428571,0.918367,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,note_name,0.675676,25,1.000000,0.510204,0.675676,0.510204,1.000000,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,note_flag,0.675676,25,1.000000,0.510204,0.675676,0.510204,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,note_num,0.675676,25,1.000000,0.510204,0.675676,0.510204,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,note_ref,0.675676,25,1.000000,0.510204,0.675676,0.510204,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,3,page_0003.png,facts,path_source,0.675676,25,1.000000,0.510204,0.675676,0.510204,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,meta,entity_name,1.000000,,,,,,,,,חלק שישלי - פעילויות חייבת במס (סופס 1201א),חלק שישלי - פעילויות חייבת במס (סופס 1201א)
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,meta,page_num,1.000000,,,,,,,,,None,None
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,meta,page_type,1.000000,,,,,,,,,statements,statements
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,meta,statement_type,1.000000,,,,,,,,,notes_to_financial_statements,notes_to_financial_statements
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,meta,title,1.000000,,,,,,,,,דוחות כספיים,דוחות כספיים
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,value,0.575289,24,0.800000,0.750000,0.774194,0.750000,,80.000000,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,path,0.413364,6,0.200000,0.187500,0.193548,0.187500,0.524926,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,fact_num,0.967742,30,1.000000,0.937500,0.967742,0.937500,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,period_type,0.967742,30,1.000000,0.937500,0.967742,0.937500,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,period_start,0.483871,30,1.000000,0.937500,0.967742,0.937500,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,period_end,0.483871,30,1.000000,0.937500,0.967742,0.937500,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,currency,0.193548,6,0.200000,0.187500,0.193548,0.187500,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,scale,0.193548,6,0.200000,0.187500,0.193548,0.187500,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,value_type,0.129032,4,0.133333,0.125000,0.129032,0.125000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,value_context,0.967742,30,1.000000,0.937500,0.967742,0.937500,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,comment_ref,0.967742,30,1.000000,0.937500,0.967742,0.937500,1.000000,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,note_name,0.967742,30,1.000000,0.937500,0.967742,0.937500,0.937500,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,note_flag,0.967742,30,1.000000,0.937500,0.967742,0.937500,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,note_num,0.967742,30,1.000000,0.937500,0.967742,0.937500,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,note_ref,0.967742,30,1.000000,0.937500,0.967742,0.937500,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,4,page_0004.png,facts,path_source,0.967742,30,1.000000,0.937500,0.967742,0.937500,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,meta,entity_name,1.000000,,,,,,,,,אילת- התאחדות ישראלית לספורט תחרותי לא אולימפי (ע״ר),אילת- התאחדות ישראלית לספורט תחרותי לא אולימפי (ע״ר)
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,meta,page_num,1.000000,,,,,,,,,None,None
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,meta,page_type,1.000000,,,,,,,,,title,title
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,meta,statement_type,1.000000,,,,,,,,,None,None
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,meta,title,1.000000,,,,,,,,,דוחות כספיים,דוחות כספיים
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,value,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,path,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,fact_num,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,period_type,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,period_start,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,period_end,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,currency,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,scale,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,value_type,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,value_context,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,comment_ref,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,note_name,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,note_flag,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,note_num,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,note_ref,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,5,page_0005.png,facts,path_source,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,,
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,6,page_0006.png,meta,entity_name,1.000000,,,,,,,,,אילת- התאחדות ישראלית לספורט תחרותי לא אולימפי (ע״ר),אילת- התאחדות ישראלית לספורט תחרותי לא אולימפי (ע״ר)
asafd60/FineTree-27B-3.0,,,,דוח_כספי_2021_-_אילת_-_התאחדות_ישראלית_לספורט_תחרותי_שאינו_אולימפי_ע_ר,6,page_0006.png,meta,page_num,1.000000,,,,,,,,,None,None
